"CaseNumber","Subject","Priority","Owner","Classification","RelatedObject","WorkbookTheme","DevWorkBucket","DevReadiness","ProposedDryRunAction","TargetApiNames","TargetFieldCount","CandidateActiveFlows","CandidateValidationRules","CandidateTriggers","CandidateApexClasses","CandidateUiBundles","RequiredTestData","ProductionWriteRequiredEventually"
"00009611","Can we add ""Customer Not Available"" if engineer selects this in the customer signature section","Medium","Tom Meredith","Salesforce Improvement","Field Service Lightning","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ServiceAppointment; WorkOrder; WorkOrderLineItem","1220","Add_Coverage_Level_to_Service_Appointment_On_Creation; Assigned_Resource_Trigger_Dispatch_Tech_Call; Assigned_Resource_Trigger_Send_New_Resource_Dispatch_Email; Auto_Create_RMAs_from_Service_Appointments_for_UK; Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App","Asset_must_be_purchasing_approved; Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Dont_allow_scheduled_or_dispatched; isDueDateExist; isDurationExist; isEarliestStartTimeExist; Related_Service_with_time_dependency","CalculateTravelTimeOnServiceChange; P_ServiceWorkOrderTrigger; P_WorkOrderLineItemTrigger; TR001_Service_AfterDelete; TR001_Service_AfterInsert; TR001_Service_AfterUpdate; TR001_Service_BeforeDelete; TR001_Service_BeforeInsert","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; searchServiceAppointments","Work Order, Service Appointment, Service Resource, Assigned Resource, operating hours, mobile/dispatcher persona","Only controlled metadata deployment after approval"
"00009620","Probe Repair Pricing - Universal Repair Activity Addition","Medium","Matt Mooney","Other","Product","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Product2; Product_Analytics__c","610","Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Change_Contract_Line_Item_Product_UK; Delete_Select_Products_from_Opportunity_Screen_Flow; IR_Product_Before_Delete_Total_IR_Product_Cost_Roll_Up; IR_Product_on_create_Total_IR_Product_Cost_Roll_Up","Array_carriage_replacement; Array_drive_switch_or_board_replacement; Array_drive_system_replacement; Array_replacement; Bending_rubber_glue_beads_replacement; Cable_advanced_whitening; Cable_jacket_refurb; Cable_jacket_splice","P_ProductAnalyticsTrigger; UpdateProductFields","AddIRProductServices; AddIRProductServicesTest; addproduct; AddProductPortal; AddProductPortalTestClass","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; addProductLwc; addProductMainLwc; addProductSearchLwc","Product2, Product_Analytics__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009624","work order","Medium","Terry Mascia","Salesforce Improvement","Work Order","New Record Types","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","WorkOrder; Work_Order__c","688","Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App; Create_Contract_Line_Items_Entitlements_and_Work_Orders_V4; Create_Field_Service_Work_Order_in_Salesforce; Create_FSL_Work_Order_on_SF_Objects; Create_Pricing_Request_from_Work_Order_Opportunity","Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Must_give_reason_for_cancelling; Shipping_Account_Preference_Control; UK_Closed_Work_Order_Must_Have_End_Date","P_ServiceWorkOrderTrigger; TR022_WorkOrder_AfterInsert; TR022_WorkOrder_AfterUpdate; TR022_WorkOrder_BeforeInsert; TR022_WorkOrder_BeforeUpdate; UKBusinessHours; WorkOrderTrigger; WorkOrderUpdate","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; workOrderProductHost","WorkOrder, Work_Order__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009868","additional notes field for service coordinators?","Medium","Caroline Clinton","Other","Field Service Lightning","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ServiceAppointment; WorkOrder; WorkOrderLineItem","1220","Add_Coverage_Level_to_Service_Appointment_On_Creation; Assigned_Resource_Trigger_Dispatch_Tech_Call; Assigned_Resource_Trigger_Send_New_Resource_Dispatch_Email; Auto_Create_RMAs_from_Service_Appointments_for_UK; Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App","Asset_must_be_purchasing_approved; Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Dont_allow_scheduled_or_dispatched; isDueDateExist; isDurationExist; isEarliestStartTimeExist; Related_Service_with_time_dependency","CalculateTravelTimeOnServiceChange; P_ServiceWorkOrderTrigger; P_WorkOrderLineItemTrigger; TR001_Service_AfterDelete; TR001_Service_AfterInsert; TR001_Service_AfterUpdate; TR001_Service_BeforeDelete; TR001_Service_BeforeInsert","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; searchServiceAppointments","Work Order, Service Appointment, Service Resource, Assigned Resource, operating hours, mobile/dispatcher persona","Only controlled metadata deployment after approval"
"00009869","coordinators mailbox view of engineers schedule","Medium","Caroline Clinton","Salesforce Improvement","Field Service Lightning","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ServiceAppointment; WorkOrder; WorkOrderLineItem","1220","Add_Coverage_Level_to_Service_Appointment_On_Creation; Assigned_Resource_Trigger_Dispatch_Tech_Call; Assigned_Resource_Trigger_Send_New_Resource_Dispatch_Email; Auto_Create_RMAs_from_Service_Appointments_for_UK; Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App","Asset_must_be_purchasing_approved; Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Dont_allow_scheduled_or_dispatched; isDueDateExist; isDurationExist; isEarliestStartTimeExist; Related_Service_with_time_dependency","CalculateTravelTimeOnServiceChange; P_ServiceWorkOrderTrigger; P_WorkOrderLineItemTrigger; TR001_Service_AfterDelete; TR001_Service_AfterInsert; TR001_Service_AfterUpdate; TR001_Service_BeforeDelete; TR001_Service_BeforeInsert","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; searchServiceAppointments","Work Order, Service Appointment, Service Resource, Assigned Resource, operating hours, mobile/dispatcher persona","Only controlled metadata deployment after approval"
"00009899","Rental invoices start with R- instead of the traditional I-","Medium","Krystie Green","Salesforce Improvement","Invoice","New Record Types","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Invoice__c","218","Create_Credit_Memo_From_Invoice; Disaster_Recovery_Project_Raise_Invoice_from_Charges; Invoice_Automations; Invoice_Create_Invoice_Line_Items; Invoice_Line_Item_On_Update_Sum_Invoice_Total_Sales_Price; Invoice_Object; Invoice_Re_sync_if_Errored; Invoice_Rollups","Billing_and_Shipping_State_Length; Entity_Location_Error; Intacct_Submission_Date_Error; Invoice_Must_Have_Products_to_Sync; Invoice_Not_Open_For_Sync; Rental_Start_and_End_Dates_Cant_Be_Blank","dlrs_InvoiceTrigger; P_InvoiceTrigger","dlrs_InvoiceTest; InvoiceLineItems; InvoiceOppProducts; InvoicePdfGenerator; P_InvoiceTriggerHandler","InvoicePDFDisplayUK; InvoicePDFDisplayUKProForma; InvoicePDFDisplayUKRental; ServiceContractInvoiceDisplay","Invoice__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009906","Decommission/Contract Lines still active","Medium","Nicky Lloyd-Jones","Salesforce Improvement","Service Contract","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ServiceContract","141","Change_Contract_Line_Item_Product_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Creation_or_Update_Set_Lifecycle_Status; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Contract_Line_Item_Roll_Up_Downtime_Business_Hours; Contract_Line_Item_Trigger_Create_QA_Upon_Save; Create_contract_line_items_and_entitlements; Create_Contract_Line_Items_Entitlements_and_Work_Orders_V4","Contract_and_Contract_Line_Items_Match; If_Canceled_You_Must_Enter_Date; Must_contain_a_Reason_Canceled","P_ServiceContractTrigger","P_ServiceContractTriggerHandler; P_ServiceContractTriggerHandlerTest; ServiceContractInvoiceLineItems; TestInvoiceServiceContractClass","ServiceContractInvoiceDisplay","ServiceContract records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009910","pop up or important notes","Medium","Caroline Clinton","Salesforce Improvement","Equipment","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Equipment__c","75","Charge_for_Removal_Update_Flow_for_Big_Iron_Equipment; Create_Project_on_Equipment_Storage_Opportunity_Creation; Screen_Flow_Select_Products_to_Invoice_on_Equipment_Storage_Opps","","","","","Equipment__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009939","Cause of damage listed on repair evaluations for probes - can we piggy back off of what scopes uses?","Medium","Matt Mooney","Salesforce Improvement","Evaluation","New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Evaluation_Natalie__c","133","Auto_Create_Post_Repair_Eval_on_Opp; Case_Online_Repair_Evaluation_Tool; Mark_Asmer_Evaluation_Update_Email_Flow; Send_Post_Repair_Evaluation_Email; US_FSL_RMA_Date_Repair_Evaluation_Sent","Cannot_change_price_in_eval_once_sent","EvalUpdateFields","cAuthURIForEval; EmailPostRepairEvalPDF; EvaluationNat; EvaluationNatTestClass; EvalUpdateFieldsHandler","","Evaluation_Natalie__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010013","W/O option","Medium","Terry Mascia","Salesforce Improvement","Equipment","New Record Types","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Equipment__c","75","Charge_for_Removal_Update_Flow_for_Big_Iron_Equipment; Create_Project_on_Equipment_Storage_Opportunity_Creation; Screen_Flow_Select_Products_to_Invoice_on_Equipment_Storage_Opps","","","","","Equipment__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010059","Move location 'New' buttons","Medium","Jon Kean","Salesforce Improvement","Move Location","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Move_Location__c","59","Loaner_Asset_Asynchronous_on_create_Loaner_Location_Roll_Up; Loaner_Asset_Asynchronous_on_update_Loaner_Location_Roll_Up; Loaner_Asset_Before_Delete_Loaner_Location_Roll_Up; Mass_Move_Location_Screen_Flow; New_Move_Location_Screen_Flow; On_Update_of_Shipping_Location_on_Work_Order_Update_Location_on_Open_Service_App; ProductItem_Asynchronous_on_create_Loaner_Location_Roll_Up; ProductItem_Asynchronous_on_update_Loaner_Location_Roll_Up","Cannot_change_from_customer_loan_to_ship; Dont_move_nonpurchasing_approved_probe","MoveLocationUpdate","MoveLocation; MoveLocationTestClass; MoveLocationUpdateTest","","Move_Location__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010128","Prevent Product repairs on Customer repair assets","Medium","Jon Kean","Salesforce Improvement","Product Repair","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Product_Repair__c","95","Absorb_External_Repair_Screen_Flow; Auto_Create_Post_Repair_Eval_on_Opp; Auto_Create_Refurb_System_Repair_from_Refurb_Test; Case_Online_Repair_Evaluation_Tool; Create_External_Repair_Testing_Opp_from_PO; Create_Repair_Opportunity_from_Service_Contract_Flow; FSL_US_Update_Work_Order_to_Repair_In_Progress; On_New_WOLI_Update_Type_if_Probe_Repair_Opp","Cannot_make_mold_on_nongeneric_asset; Cannot_use_non_purchasing_approved_part; Identify_equipment_number_used_for_mold; Must_explain_cap_failure; Must_explain_failure; Must_explain_lens_failure; Must_explain_SR_failure; Must_fill_out_notes_for_no_longer_needed","HarvestParts; P_ProductRepairTrigger; P_ProductRepairTrigger2; updateProductRepairTrigger","CreateApprovedRepairsHandler; CreateApprovedRepairsTestClass; CreateRepairRMAFromCase; CreateRepairRMAFromCaseTest; EmailPostRepairEvalPDF","","Product_Repair__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010149","Add Loaner/Restock Fee Opp Credit Memo Field to Core Ex RMA","Medium","Ashley Madson","Salesforce Improvement","RMA","New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","RMA__c","288","","Approving_repairs_that_cannot_be_done; Asset_Must_Be_a_Customer_Repair_on_RMA; Asset_No_to_be_returned_is_not_blank; Cannot_Change_Original_Time_Warranty; Cannot_Change_RMA_Type_After_Received; Cannot_change_status_once_approved; Fill_out_complaint; Fill_out_customer_expectation","CreateApprovedRepairs; P_RMATrigger","","","RMA__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010169","Product Add Clone Option","Medium","Gretchen Scarborough","Salesforce Improvement","Product","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Product2; Product_Analytics__c","610","Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Change_Contract_Line_Item_Product_UK; Delete_Select_Products_from_Opportunity_Screen_Flow; IR_Product_Before_Delete_Total_IR_Product_Cost_Roll_Up; IR_Product_on_create_Total_IR_Product_Cost_Roll_Up","Array_carriage_replacement; Array_drive_switch_or_board_replacement; Array_drive_system_replacement; Array_replacement; Bending_rubber_glue_beads_replacement; Cable_advanced_whitening; Cable_jacket_refurb; Cable_jacket_splice","P_ProductAnalyticsTrigger; UpdateProductFields","AddIRProductServices; AddIRProductServicesTest; addproduct; AddProductPortal; AddProductPortalTestClass","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; addProductLwc; addProductMainLwc; addProductSearchLwc","Product2, Product_Analytics__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010194","RMA automation change","Medium","Jon Kean","Other","RMA","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","RMA__c","288","","Approving_repairs_that_cannot_be_done; Asset_Must_Be_a_Customer_Repair_on_RMA; Asset_No_to_be_returned_is_not_blank; Cannot_Change_Original_Time_Warranty; Cannot_Change_RMA_Type_After_Received; Cannot_change_status_once_approved; Fill_out_complaint; Fill_out_customer_expectation","CreateApprovedRepairs; P_RMATrigger","","","RMA__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010291","Problems creating an asset","Medium","Dominick Vena","Salesforce Improvement","Asset2","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010321","Automated email not being sent on UK Warehouse Request","Medium","Jon Kean","Other","Case","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Case","171","Case_Creation_Created_by_Entity_and_Initial_Assignment_Record_Triggered_Flow; Case_Online_Repair_Evaluation_Tool; Case_PB; Case_Update_Case_Automations_Record_Triggered_Flow; Create_Opportunity_from_KloudGin_Case; Create_SF_Support_Case_V1; Create_UK_Warehouse_Request_Teams_Case_Screen_Flow; Create_Work_Order_from_KloudGin_Case","Error_Type_Cant_be_Blank_if_Error; Must_Enter_Hours_and_Comments_to_Close; OwnerCannotBeAQueueForClosedCase","P_CaseTrigger","CreateRepairRMAFromCase; CreateRepairRMAFromCaseTest; P_CaseTriggerHandler; P_CaseTriggerHandlerTest","","Case records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010361","PRODUCTS","Medium","Gretchen Scarborough","Salesforce Improvement","Product","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Product2; Product_Analytics__c","610","Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Change_Contract_Line_Item_Product_UK; Delete_Select_Products_from_Opportunity_Screen_Flow; IR_Product_Before_Delete_Total_IR_Product_Cost_Roll_Up; IR_Product_on_create_Total_IR_Product_Cost_Roll_Up","Array_carriage_replacement; Array_drive_switch_or_board_replacement; Array_drive_system_replacement; Array_replacement; Bending_rubber_glue_beads_replacement; Cable_advanced_whitening; Cable_jacket_refurb; Cable_jacket_splice","P_ProductAnalyticsTrigger; UpdateProductFields","AddIRProductServices; AddIRProductServicesTest; addproduct; AddProductPortal; AddProductPortalTestClass","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; addProductLwc; addProductMainLwc; addProductSearchLwc","Product2, Product_Analytics__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010374","all ultrasound PPM service appointments are 4 hours","Medium","Karla Stancombe","Salesforce Improvement","Work Order","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","WorkOrder; Work_Order__c","688","Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App; Create_Contract_Line_Items_Entitlements_and_Work_Orders_V4; Create_Field_Service_Work_Order_in_Salesforce; Create_FSL_Work_Order_on_SF_Objects; Create_Pricing_Request_from_Work_Order_Opportunity","Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Must_give_reason_for_cancelling; Shipping_Account_Preference_Control; UK_Closed_Work_Order_Must_Have_End_Date","P_ServiceWorkOrderTrigger; TR022_WorkOrder_AfterInsert; TR022_WorkOrder_AfterUpdate; TR022_WorkOrder_BeforeInsert; TR022_WorkOrder_BeforeUpdate; UKBusinessHours; WorkOrderTrigger; WorkOrderUpdate","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; workOrderProductHost","WorkOrder, Work_Order__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010378","RMA NOTIFICATION FOR CORES","Medium","Gretchen Scarborough","Salesforce Improvement","RMA","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","RMA__c","288","","Approving_repairs_that_cannot_be_done; Asset_Must_Be_a_Customer_Repair_on_RMA; Asset_No_to_be_returned_is_not_blank; Cannot_Change_Original_Time_Warranty; Cannot_Change_RMA_Type_After_Received; Cannot_change_status_once_approved; Fill_out_complaint; Fill_out_customer_expectation","CreateApprovedRepairs; P_RMATrigger","","","RMA__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010389","Addition to CT PPM list","Medium","Tom Meredith","Salesforce Improvement","Field Service Lightning","New Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ServiceAppointment; WorkOrder; WorkOrderLineItem","1220","Add_Coverage_Level_to_Service_Appointment_On_Creation; Assigned_Resource_Trigger_Dispatch_Tech_Call; Assigned_Resource_Trigger_Send_New_Resource_Dispatch_Email; Auto_Create_RMAs_from_Service_Appointments_for_UK; Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App","Asset_must_be_purchasing_approved; Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Dont_allow_scheduled_or_dispatched; isDueDateExist; isDurationExist; isEarliestStartTimeExist; Related_Service_with_time_dependency","CalculateTravelTimeOnServiceChange; P_ServiceWorkOrderTrigger; P_WorkOrderLineItemTrigger; TR001_Service_AfterDelete; TR001_Service_AfterInsert; TR001_Service_AfterUpdate; TR001_Service_BeforeDelete; TR001_Service_BeforeInsert","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; searchServiceAppointments","Work Order, Service Appointment, Service Resource, Assigned Resource, operating hours, mobile/dispatcher persona","Only controlled metadata deployment after approval"
"00010446","New Field For Shipment Dimensions","Medium","Blake Nielsen","Salesforce Improvement","Product","New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Product2; Product_Analytics__c","610","Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Change_Contract_Line_Item_Product_UK; Delete_Select_Products_from_Opportunity_Screen_Flow; IR_Product_Before_Delete_Total_IR_Product_Cost_Roll_Up; IR_Product_on_create_Total_IR_Product_Cost_Roll_Up","Array_carriage_replacement; Array_drive_switch_or_board_replacement; Array_drive_system_replacement; Array_replacement; Bending_rubber_glue_beads_replacement; Cable_advanced_whitening; Cable_jacket_refurb; Cable_jacket_splice","P_ProductAnalyticsTrigger; UpdateProductFields","AddIRProductServices; AddIRProductServicesTest; addproduct; AddProductPortal; AddProductPortalTestClass","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; addProductLwc; addProductMainLwc; addProductSearchLwc","Product2, Product_Analytics__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010447","RMA CORE DUE DATE BOX","Medium","Gretchen Scarborough","Salesforce Improvement","Opportunity","New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
